# ----------------------------------------------
# averaged over velocity from channel 981 to 983
# velocity range: -4.88783 to -4.80003 km/s
# central velocity: -4.84393 km/s
# columns:
# MJD           year             I             +/-           V             +/-           LHC           +/-           RHC           +/-           
# ----------------------------------------------
  57318.9470486  2015.8129967    11.8536832     0.1508789     0.1283166     0.1638462    11.7253666     0.2106896    11.9819999     0.2341579 
  57320.3232986  2015.8167647    11.0852168     0.1698719    -0.1573166     0.1639960    11.2425334     0.2263861    10.9279002     0.2454621 
  57328.2070718  2015.8383493     7.7739500     0.1682799     0.1234833     0.1677688     7.6504668     0.2451050     7.8974333     0.2298969 
  57331.0028009  2015.8460036     8.0221666     0.1748855     0.1169332     0.1555794     7.9052334     0.2297080     8.1390998     0.2383569 
  57336.0031366  2015.8596937     7.8088000     0.1652601     0.1651000     0.1620648     7.6437000     0.2049639     7.9739000     0.2552285 
  57341.0531597  2015.8735199     7.7327667     0.1590428    -0.0754000     0.1648762     7.8081667     0.2131241     7.6573668     0.2439993 
  57342.1884606  2015.8766282     7.2006334     0.1607802     0.0687002     0.1626952     7.1319332     0.2185475     7.2693335     0.2384891 
  57347.1255787  2015.8901453     8.6264667     0.1857271     0.1510667     0.1727959     8.4754000     0.2426732     8.7775334     0.2642266 
  57352.9621759  2015.9061251     8.6595332     0.1583667    -0.3300999     0.1586186     8.9896331     0.2068176     8.3294333     0.2402212 
  57358.2231713  2015.9205289     7.3572667     0.2070856    -0.0314000     0.2071187     7.3886668     0.2690518     7.3258667     0.3149227 
  57363.0331019  2015.9336977     6.3216666     0.2427421    -0.1179666     0.2269631     6.4396332     0.2164446     6.2037000     0.4171615 
  57365.0322685  2015.9391712     6.1012499     0.1687492    -0.1892833     0.1683567     6.2905332     0.2141854     5.9119666     0.2603175 
  57372.9160417  2015.9607558     6.7481999     0.2874795    -0.0205668     0.3036737     6.7687667     0.3909326     6.7276332     0.4437296 
  57375.1515972  2015.9668764     6.6432332     0.1785852    -0.2288667     0.1768565     6.8720999     0.2581179     6.4143665     0.2443706 
  57378.9167708  2015.9771849     6.5037667     0.1517739    -0.1514000     0.1611652     6.6551667     0.2164718     6.3523667     0.2261836 
  57390.8637384  2016.0105495     7.7826668     0.1548982     0.3928666     0.1530337     7.3898002     0.1985689     8.1755335     0.2353634 
  57393.9359028  2016.0189376     7.5332166     0.1488703     0.2951500     0.1458434     7.2380667     0.1866416     7.8283666     0.2281013 
  57396.8462500  2016.0268840     9.7947667     0.1710337     0.3744666     0.1687899     9.4203002     0.2066502    10.1692333     0.2697793 
  57401.0110764  2016.0382555    10.1591333     0.1971693    -0.2949999     0.1974462    10.4541332     0.2388765     9.8641334     0.3141011 
  57403.1471065  2016.0440877     8.7267834     0.1697327     0.1165833     0.1667575     8.6102001     0.2242573     8.8433668     0.2508847 
  57409.1579861  2016.0604996     7.9091334     0.1605121     0.0478001     0.1472621     7.8613334     0.2137950     7.9569335     0.2217931 
  57411.7448611  2016.0675628     9.8559498     0.1753933     0.3917499     0.1715977     9.4641999     0.2155485    10.2476997     0.2719485 
  57416.6978241  2016.0810862     7.8539333     0.1442568     0.1731333     0.1453986     7.6808000     0.1878000     8.0270665     0.2205283 
  57418.8739352  2016.0870278     7.9207166     0.1557817     0.0872167     0.1587978     7.8334999     0.2250648     8.0079333     0.2198072 
  57422.1543866  2016.0959847     7.0493999     0.1499122    -0.1636000     0.1551266     7.2130000     0.2047294     6.8857999     0.2261897 
  57425.9882986  2016.1064527     7.2665333     0.1665121     0.1381333     0.1646589     7.1284000     0.2131407     7.4046666     0.2534733 
  57427.1527894  2016.1096322     7.1140333     0.1622689     0.1964668     0.1523692     6.9175665     0.2041225     7.3105001     0.2396438 
  57433.7629282  2016.1276804     6.9315831     0.1574468     0.2895834     0.1669222     6.6419997     0.2287196     7.2211665     0.2302008 
  57439.8691782  2016.1443527     5.9764168     0.1895120    -0.4561500     0.2064395     6.4325668     0.2713483     5.5202668     0.2888498 
  57449.0426505  2016.1693997     6.0473501     0.3355388     0.0828166     0.3427899     5.9645335     0.4747340     6.1301668     0.4845721 
  57453.0938194  2016.1804609     8.3065001     0.1585130    -0.1490666     0.1627101     8.4555667     0.2145524     8.1574335     0.2391008 
  57458.9882870  2016.1965550     9.3453334     0.1812107    -0.1152000     0.1919138     9.4605335     0.2656835     9.2301334     0.2621999 
  57466.9634722  2016.2183303    10.4599833     0.2114963     0.3936168     0.2162226    10.0663665     0.2555650    10.8536000     0.3430048 
  57471.8226505  2016.2315977     9.5416164     0.1803891     0.7365834     0.1805120     8.8050330     0.2369440    10.2781998     0.2722263 
  57476.7579977  2016.2450730     8.1536000     0.1611245     0.3147665     0.1646124     7.8388335     0.2295366     8.4683665     0.2311486 
  57480.9578009  2016.2565401     7.6272167     0.1867193     0.1540833     0.1785944     7.4731334     0.2134161     7.7813001     0.2966036 
  57481.9379398  2016.2592162     8.5387999     0.2044965     0.2594002     0.2016825     8.2793997     0.2501935     8.7982001     0.3199883 
  57486.8454745  2016.2726156     8.3184000     0.1912874     0.1028334     0.1810304     8.2155666     0.2341033     8.4212333     0.2896919 
  57488.4561227  2016.2770133     8.2367499     0.1632654     0.1198167     0.1572898     8.1169332     0.2159089     8.3565666     0.2370120 
  57495.5688773  2016.2964338    10.3703334     0.2041609    -0.3996001     0.1938738    10.7699335     0.2715094     9.9707333     0.2912389 
  57500.8494907  2016.3108519     7.8200167     0.1819652     0.0157833     0.1656522     7.8042334     0.2358176     7.8358000     0.2559181 
  57502.8925579  2016.3164302     7.3994166     0.1696027     0.2020167     0.1810094     7.1973999     0.2275357     7.6014333     0.2669953 
  57521.5281250  2016.3673123     8.4795167     0.2050547     0.1764833     0.2092081     8.3030334     0.2599852     8.6560000     0.3225503 
  57524.7774769  2016.3761842     8.9864666     0.1935850     0.2771334     0.1770130     8.7093333     0.2238763     9.2636000     0.2957986 
  57536.5230440  2016.4082540     7.9600166     0.1956620    -0.1192833     0.1958950     8.0792999     0.2363694     7.8407334     0.3121642 
  57538.8274537  2016.4145459     7.4234167     0.1914800    -0.0248835     0.2021103     7.4483002     0.2420616     7.3985332     0.3105358 
  57545.7369213  2016.4334114     8.7003834     0.2032491    -0.4821168     0.1845539     9.1825002     0.2749121     8.2182666     0.2741606 
  57557.5045833  2016.4655415     9.2250834     0.2087036     0.0500835     0.2027764     9.1749999     0.2735896     9.2751668     0.3074079 
  57564.6500579  2016.4850514     7.9195002     0.2025160     0.2337333     0.1936444     7.6857669     0.2752306     8.1532335     0.2850787 
  57568.6857755  2016.4960704     7.4710000     0.1861567    -0.0860000     0.1738596     7.5570000     0.2382195     7.3849999     0.2702118 
  57571.7566782  2016.5044551     8.5178501     0.1825999     0.2223166     0.1796807     8.2955335     0.2380384     8.7401667     0.2731182 
  57575.3640509  2016.5143046     8.0269166     0.1818681    -0.5364166     0.1627849     8.5633332     0.2383948     7.4905000     0.2496353 
  57582.6183102  2016.5341114     6.8884666     0.0674173     0.0365668     0.0655829     6.8518998     0.0820549     6.9250334     0.1046872 
  57592.2258565  2016.5603436     5.3160667     0.1742171    -0.1179667     0.1743751     5.4340334     0.2458476     5.1981000     0.2471347 
  57593.4030903  2016.5635579     4.8172166     0.0675629     0.0330167     0.0701784     4.7842000     0.0874779     4.8502333     0.1064290 
  57599.5040741  2016.5802159     4.4290333     0.2198926    -0.3207001     0.1945146     4.7497334     0.2838150     4.1083332     0.3030287 
  57602.6310880  2016.5887538     5.2522834     0.2327097    -0.0010167     0.2402696     5.2533000     0.3179523     5.2512667     0.3502470 
  57604.8666551  2016.5948578     5.7329833     0.0909333    -0.1178833     0.0769148     5.8508666     0.1134286     5.6151000     0.1245129 
  57614.2477546  2016.6204717     6.3265833     0.1885561    -0.5348500     0.1840470     6.8614333     0.2917555     5.7917333     0.2318019 
  57614.5702546  2016.6213522     6.5415002     0.1191150    -0.2334667     0.1118065     6.7749669     0.1965044     6.3080335     0.1215079 
  57617.6303356  2016.6297074     6.2769501     0.4230041    -0.7064833     0.4638755     6.9834334     0.6926209     5.5704668     0.5554297 
  57621.4661574  2016.6401806     4.9950333     0.1600160    -0.2851000     0.1589948     5.2801333     0.2360390     4.7099333     0.2146031 
  57624.4413542  2016.6483040     4.6193167     0.1758617    -0.1982500     0.1786487     4.8175667     0.2354230     4.4210668     0.2650687 
  57630.5456944  2016.6649712     5.7672167     0.2111402    -0.1310500     0.2162264     5.8982667     0.2890264     5.6361667     0.3148520 
  57651.1199884  2016.7211467     7.5524999     0.1744547    -0.0395002     0.1788230     7.5920002     0.2932278     7.5129997     0.1970829 
  57662.2410648  2016.7515114     7.6697667     0.1426026     0.0332000     0.1444903     7.6365666     0.2117867     7.7029667     0.1938357 
  57663.3539468  2016.7545500     7.3639499     0.1702036     0.1100499     0.1920785     7.2539001     0.2608956     7.4739998     0.2523099 
  57667.1243287  2016.7648446     7.7617167     0.2010194    -0.1551835     0.1902181     7.9169002     0.2500505     7.6065332     0.3010950 
  57669.0261574  2016.7700373     8.3241668     0.1543741     0.2015999     0.1611460     8.1225669     0.2147207     8.5257667     0.2312873 
  57669.2683102  2016.7706985     7.8132166     0.0629213    -0.0629501     0.0658215     7.8761667     0.0813576     7.7502666     0.0998201 
  57672.2403356  2016.7788132     8.5220000     0.1955581    -0.2227666     0.1936483     8.7447666     0.2895684     8.2992334     0.2600681 
  57673.4671065  2016.7821627     7.3656332     0.2482437    -0.0674334     0.2355959     7.4330667     0.3427191     7.2981998     0.3417666 
  57680.0724074  2016.8001977     7.4323501     0.1615172    -0.0992833     0.1701718     7.5316334     0.2411491     7.3330668     0.2279027 
  57686.0125579  2016.8164165     7.5986332     0.1958326     0.4410001     0.1953292     7.1576331     0.2408750     8.0396333     0.3081996 
  57726.1697917  2016.9260609     4.7379667     0.1750122    -0.3353666     0.1674025     5.0733333     0.2024903     4.4026001     0.2762307 
  57729.9758912  2016.9364529     4.3947333     0.1735379    -0.0021334     0.1967239     4.3968667     0.1999543     4.3926000     0.3124894 
  57732.2970718  2016.9427906     4.4912167     0.2261123    -0.0807501     0.2280127     4.5719668     0.2386339     4.4104667     0.3863767 
  57737.2059606  2016.9561937     4.3641666     0.1727224    -0.0581667     0.1707209     4.4223332     0.2242774     4.3059999     0.2601094 
  57744.9063426  2016.9772187     4.4565667     0.2437164     0.1335000     0.2262304     4.3230666     0.2461693     4.5900667     0.4006949 
  57745.1398727  2016.9778563     4.5924500     0.2009516    -0.1643166     0.1803566     4.7567666     0.1976109     4.4281334     0.3267567 
  57756.9459144  2017.0108033     5.8394666     0.2205286    -0.2274999     0.2198820     6.0669665     0.2537154     5.6119667     0.3599866 
  57758.1831829  2017.0141908     6.7074167     0.1446077     0.2548167     0.1707800     6.4526001     0.1926797     6.9622334     0.2510557 
  57766.0030440  2017.0356004     6.2029166     0.1614237     0.0594167     0.1606462     6.1434999     0.1929072     6.2623332     0.2579078 
  57774.2088542  2017.0580667     6.6747499     0.2819734     0.0621167     0.2764999     6.6126332     0.2304833     6.7368666     0.5087238 
  57774.8865625  2017.0599221     6.6104668     0.2478216    -0.1568667     0.2411877     6.7673335     0.1013533     6.4536000     0.4784366 
  57787.0125463  2017.0931213     4.5727167     0.1935476     0.2455833     0.1783475     4.3271334     0.1992758     4.8182999     0.3143663 
  57803.0888426  2017.1371358     4.7954499     0.2147585    -0.2712168     0.2256920     5.0666667     0.2245199     4.5242332     0.3790871 
  57810.5368866  2017.1575274     4.5489667     0.1591426    -0.2489666     0.1558663     4.7979333     0.1992303     4.3000001     0.2440259 
  57818.2565856  2017.1786628     4.2353667     0.1467021    -0.0263000     0.1478151     4.2616666     0.1649722     4.2090667     0.2439791 
  57823.5965046  2017.1932827     5.1914667     0.1454602     0.1775999     0.1439763     5.0138667     0.1642654     5.3690666     0.2383118 
  57829.9946412  2017.2107998     4.8401333     0.2125071    -0.2193333     0.1919406     5.0594667     0.1980262     4.6208000     0.3532514 
  57831.7644097  2017.2156452     4.5682834     0.1009593    -0.1585500     0.0995309     4.7268334     0.0870627     4.4097334     0.1806057 
  57837.5878356  2017.2315889     4.4614334     0.1582345     0.1759333     0.1466829     4.2855001     0.1835313     4.6373667     0.2437711 
  57862.7917708  2017.3005935     5.7586499     0.1992875    -0.1287167     0.2109808     5.8873665     0.2120006     5.6299332     0.3514435 
  57876.7350231  2017.3387680     6.1340499     0.1965139     0.0761501     0.2015807     6.0578999     0.2382743     6.2102000     0.3189519 
  57888.7142130  2017.3715653     4.3634999     0.1829997     0.1305334     0.1974372     4.2329665     0.2213897     4.4940333     0.3097213 
  57897.4876505  2017.3955856     4.4704000     0.1763560    -0.0668333     0.1816875     4.5372333     0.2065410     4.4035668     0.2925139 
  57908.6077083  2017.4260307     5.4473499     0.1885759     0.3015834     0.1873379     5.1457665     0.2090312     5.7489333     0.3124399 
  57920.4253819  2017.4583857     6.0551167     0.1755439     0.2870500     0.1656525     5.7680667     0.2346042     6.3421667     0.2479389 
  57921.5659838  2017.4615085     5.7675334     0.1964087     0.1743668     0.1864499     5.5931666     0.2398466     5.9419002     0.2985858 
  57926.6719329  2017.4754878     5.6737499     0.1728270     0.3185166     0.1704666     5.3552333     0.2212078     5.9922665     0.2625323 
  57927.6601389  2017.4781934     6.1292167     0.2196342     0.1181500     0.2183450     6.0110667     0.2623169     6.2473667     0.3507381 
  57935.7209838  2017.5002628     8.6891166     0.2283200     0.0351834     0.1961428     8.6539332     0.3154795     8.7243001     0.2857915 
  57941.6844444  2017.5165899    10.7941502     0.3015835     0.2472167     0.2974445    10.5469335     0.3648433    11.0413669     0.4751221 
  57945.3253819  2017.5265582    12.0425665     0.1673030     0.2759666     0.1667226    11.7665998     0.2077113    12.3185331     0.2615903 
  57956.2573264  2017.5564882    32.1183332     0.1693536    -0.1455669     0.1708906    32.2639001     0.2509327    31.9727662     0.2297853 
  57957.3812037  2017.5595652    33.1782338     0.1874241     0.2543999     0.1761497    32.9238338     0.2716220    33.4326337     0.2419391 
  57960.2622338  2017.5674531    49.8961500     0.2943349     4.5194499     0.2406560    45.3767001     0.2618382    54.4155998     0.4696141 
  57962.2319792  2017.5728459    45.9333165     0.1720668     2.0207163     0.1609415    43.9126002     0.2001562    47.9540329     0.2663752 
  57977.5525810  2017.6147915    33.0223662     0.1948197     0.1282342     0.1751309    32.8941320     0.2571594    33.1506004     0.2666835 
  57984.4447801  2017.6336613    21.5576668     0.1918333     0.4727001     0.1824091    21.0849667     0.2395183    22.0303669     0.2877102 
  57992.1804745  2017.6548405    16.5890331     0.2069892     0.7159996     0.1666977    15.8730335     0.2878538    17.3050327     0.2416723 
  58003.2276736  2017.6850860    14.8930499     0.2745291     0.0462500     0.2529730    14.8467999     0.4248371    14.9392999     0.3134271 
  58013.0578241  2017.7119995    19.4618003     0.1947852    -0.0055669     0.1730666    19.4673672     0.2606379    19.4562333     0.2604891 
  58018.1355556  2017.7259016    20.2840331     0.3313497     1.3921000     0.3306992    18.8919331     0.4234494    21.6761332     0.5089203 
  58031.0194907  2017.7611759    23.5345001     0.3123578    -0.4198666     0.3159603    23.9543667     0.4274717    23.1146336     0.4605047 
  58034.0982292  2017.7696050    19.3999001     0.2093251     0.6484000     0.2159568    18.7515001     0.2958421    20.0483001     0.3055915 
  58051.3051157  2017.8167149    18.3716834     0.3378222     0.7326167     0.3480426    17.6390667     0.4398285    19.1043002     0.5263705 
  58054.3791551  2017.8251312    17.6899832     0.2201481    -0.0904501     0.2288382    17.7804333     0.3185340    17.5995331     0.3165443 
  58055.1602083  2017.8272696    19.1086502     0.2641903    -0.2729499     0.2622211    19.3816001     0.3429120    18.8357004     0.3994049 
  58060.4475810  2017.8417456    17.9398168     0.1545801    -0.0248502     0.1479659    17.9646670     0.2085818    17.9149666     0.2192521 
  58065.8551157  2017.8565506    25.1417497     0.1573726     0.1482499     0.1450795    24.9934998     0.2105013    25.2899996     0.2175261 
  58069.8985069  2017.8676208    23.0900663     0.1389535     0.6725998     0.1288648    22.4174665     0.1765847    23.7626661     0.2016092 
  58074.1657639  2017.8793039    18.8982670     0.1850838    -0.1360997     0.1843084    19.0343666     0.2594407    18.7621673     0.2629481 
  58076.9620602  2017.8869598    14.8968496     0.1513584     0.2322499     0.1448073    14.6645997     0.1999313    15.1290995     0.2185967 
  58084.3821991  2017.9072750    11.1133499     0.1851068     0.2392500     0.1826709    10.8740999     0.2174195    11.3525999     0.2966397 
  58088.7987384  2017.9193668    11.5905668     0.2642206     0.1880666     0.2287173    11.4025002     0.4120985    11.7786334     0.2728059 
  58090.7854398  2017.9248061    11.4578833     0.3470647     0.0676167     0.2627287    11.3902666     0.5532293    11.5255000     0.2699961 
  58097.2876620  2017.9426082    12.9673832     0.8379656    -0.2247167     0.7170514    13.1920999     1.5039527    12.7426666     0.4133090 
  58101.2271065  2017.9533939    14.3360168     0.1921457    -0.3367168     0.1965209    14.6727336     0.2848329    13.9993000     0.2644827 
  58104.8419444  2017.9632907    18.6738666     0.1496665     0.3367999     0.1603423    18.3370667     0.2112824    19.0106665     0.2271106 
  58110.3096296  2017.9782605    20.1761498     0.3458162     0.4344834     0.3379973    19.7416665     0.4897370    20.6106332     0.4773048 
  58115.2983565  2017.9919188    21.1362330     0.1717367     0.0635665     0.1835361    21.0726665     0.2436102    21.1997995     0.2588668 
  58122.0156366  2018.0109942    21.6318668     0.3415576    -1.0893335     0.2931900    22.7212003     0.4083772    20.5425332     0.4883360 
  58127.9023264  2018.0271111    20.2679332     0.1572284     0.6714999     0.1464762    19.5964333     0.2072514    20.9394331     0.2222587 
  58132.6276968  2018.0400485    18.0741334     0.1555893     0.6609333     0.1528885    17.4132001     0.1850380    18.7350667     0.2468335 
  58137.7485995  2018.0540687    15.9955335     0.1798436     0.8801665     0.1773869    15.1153669     0.2197702    16.8757000     0.2816393 
  58143.7985532  2018.0706326    16.6152668     0.1645416     0.1310997     0.1551638    16.4841671     0.2206559    16.7463665     0.2315394 
  58147.0836690  2018.0796267    15.6666500     0.1790955     0.0436502     0.1780779    15.6229998     0.2237301    15.7103001     0.2784219 
  58155.0621759  2018.1014707    16.6903502     0.1573282     0.1966832     0.1613025    16.4936670     0.2145128    16.8870335     0.2356386 
  58158.1115162  2018.1098193    15.2991498     0.1675046     0.2469165     0.1818317    15.0522334     0.2072250    15.5460663     0.2816006 
  58161.8052431  2018.1199322    14.3464500     0.1783711     0.6410502     0.1586410    13.7053998     0.2102022    14.9875002     0.2641618 
  58165.0126852  2018.1287137    13.2539334     0.1678201    -0.0886000     0.1887899    13.3425334     0.2271984    13.1653334     0.2756652 
  58168.0058449  2018.1369085    12.6474668     0.1467120     0.2440667     0.1667279    12.4034001     0.2191348    12.8915335     0.2250003 
  58170.9950694  2018.1450926    12.8631667     0.1622077     0.3232999     0.1742120    12.5398668     0.2052344    13.1864665     0.2668355 
  58173.8100116  2018.1527995    11.2842667     0.1553883     0.3871000     0.1642932    10.8971667     0.2017282    11.6713667     0.2481557 
  58176.7296296  2018.1607930    11.2948002     0.1589369     0.4027334     0.1639667    10.8920668     0.2268204    11.6975336     0.2298794 
  58180.6202083  2018.1714448    10.0696333     0.1378127     0.0481668     0.1374169    10.0214666     0.1920148    10.1178001     0.1971848 
  58184.6747917  2018.1825456     9.0374835     0.1608033     0.5507500     0.1552420     8.4867334     0.2193270     9.5882335     0.2276209 
  58187.6573032  2018.1907113     9.8580666     0.1859425     0.8603666     0.1887736     8.9977001     0.2547800    10.7184332     0.2747859 
  58190.8601968  2018.1994803     9.8664165     0.1781757     0.2736499     0.1836491     9.5927666     0.2195773    10.1400665     0.2876333 
  58194.1805093  2018.2085709    10.3368834     0.1489286    -0.1189167     0.1381338    10.4558001     0.1884434    10.2179667     0.2168189 
  58197.0079745  2018.2163120    10.5339167     0.1674237     0.3171165     0.1604862    10.2168002     0.1745575    10.8510332     0.2776737 
  58202.8097917  2018.2321966    14.0202667     0.1834132     0.2431664     0.1811120    13.7771002     0.1990145    14.2634331     0.3054130 
  58211.8690162  2018.2569994    14.5531836     0.1620092     0.7333167     0.1509781    13.8198668     0.2196130    15.2865003     0.2232776 
  58215.8678009  2018.2679474    14.9711499     0.1692192    -0.2979833     0.1569119    15.2691332     0.2364546    14.6731666     0.2249493 
  58221.8796991  2018.2844071    14.5501668     0.1715511    -0.0333999     0.1717872    14.5835667     0.2445458    14.5167669     0.2409950 
  58224.8799190  2018.2926213    13.3639668     0.3294150    -0.0543666     0.1610635    13.4183334     0.4141998    13.3096002     0.3120093 
  58227.9008912  2018.3008922    14.0929165     0.1713620     0.5269833     0.1539976    13.5659332     0.2175110    14.6198997     0.2425889 
  58231.9072685  2018.3118611    18.0696336     0.5078795     0.3746664     0.2222237    17.6949673     0.6598771    18.4443000     0.4233346 
  58237.4728009  2018.3270987    24.8137503     0.1509986     0.9387503     0.1469118    23.8750000     0.2055878    25.7525005     0.2156408 
  58241.7920833  2018.3389243    23.5796668     0.1806543     0.1744334     0.1739954    23.4052334     0.2506257    23.7541002     0.2510130 
  58285.7709491  2018.4593318    22.4320167     0.1894288     0.5021168     0.1646217    21.9298999     0.2485436    22.9341335     0.2533638 
  58286.7378009  2018.4619789    22.0200837     0.1842257     0.7842833     0.1666422    21.2358004     0.2316685    22.8043671     0.2640969 
  58291.2118171  2018.4742281    17.8641666     0.1294179    -0.2497997     0.1201351    18.1139663     0.1815234    17.6143668     0.1714997 
  58293.6392361  2018.4808740    20.1799504     0.2511880     0.0820500     0.1822236    20.0979004     0.2971555    20.2620004     0.3229556 
  58302.2407060  2018.5044236    22.4403833     0.1597612     0.3973834     0.1584674    22.0429999     0.1989593    22.8377666     0.2483673 
  58304.3592824  2018.5102239    19.3114165     0.2329443     1.6054832     0.1914678    17.7059333     0.3548497    20.9168997     0.2364903 
  58313.2977431  2018.5346961    19.5315166     0.1552732     0.9825501     0.1586847    18.5489664     0.2035352    20.5140667     0.2390704 
  58317.3051157  2018.5456677    20.4258002     0.1377349    -0.2792335     0.1375376    20.7050336     0.1918595    20.1465667     0.1973954 
  58320.2851157  2018.5538265    20.6361332     0.1435715     0.0714998     0.1302279    20.5646334     0.1813435    20.7076330     0.2055692 
  58324.7257176  2018.5659842    23.2553835     0.3024723    -0.2872833     0.1633557    23.5426668     0.4049717    22.9681002     0.2689740 
  58329.2061111  2018.5782508    23.5457166     0.2456763    -0.0492172     0.2368415    23.5949338     0.1800381    23.4964994     0.4477586 
  58331.2768866  2018.5839203    24.5087999     0.2105096    -0.3885002     0.1888697    24.8973001     0.3561785    24.1202997     0.1819588 
  58338.5052083  2018.6037104    20.8735666     0.1683828    -0.1968330     0.1441517    21.0703996     0.2410212    20.6767337     0.2004340 
  58341.4220833  2018.6116963    21.2510001     0.1722439     0.1873334     0.1727258    21.0636667     0.2082126    21.4383335     0.2750487 
  58342.2933102  2018.6140816    19.5811172     0.1561305     0.0723831     0.1308271    19.5087341     0.1544103    19.6535002     0.2431921 
  58344.4233102  2018.6199132    20.1157165     0.1834718    -0.2403499     0.1626038    20.3560664     0.2547333    19.8753665     0.2351910 
  58348.3071412  2018.6305466    18.6629333     0.2234171    -0.4967000     0.1466011    19.1596333     0.2610432    18.1662334     0.2732594 
  58353.6327662  2018.6451274    15.1516833     0.2282105     0.3441501     0.1472870    14.8075333     0.2182665    15.4958334     0.3160803 
  58358.3489815  2018.6580396    13.8906830     0.2799014     0.0346834     0.1568014    13.8559996     0.2927739    13.9253664     0.3466214 
  58362.5869444  2018.6696426    12.2444002     0.2961456     0.1659999     0.2415056    12.0784003     0.3048073    12.4104001     0.4462587 
  58363.2027778  2018.6713286    13.1365666     0.1520204    -0.3356334     0.1325942    13.4722001     0.1951095    12.8009332     0.2081229 
  58369.3652315  2018.6882005    13.2490498     0.1884127    -0.1622168     0.1474243    13.4112666     0.2488768    13.0868330     0.2291873 
  58374.5358912  2018.7023570    15.4783835     0.2552157    -0.1326499     0.2253047    15.6110334     0.3675755    15.3457336     0.3109386 
  58379.3473727  2018.7155301    13.5463168     0.1422971     0.0211833     0.1292891    13.5251335     0.1799613    13.5675001     0.2038190 
  58385.6520023  2018.7327912    15.3967501     0.1410975     0.5356499     0.1177346    14.8611002     0.1926571    15.9324001     0.1744223 
  58391.6452662  2018.7491999    20.7058667     0.1248276     0.1805666     0.1221242    20.5253000     0.1970842    20.8864333     0.1488299 
  58393.6839699  2018.7547816    22.1529334     0.1088445    -0.6897669     0.1177363    22.8427003     0.1537830    21.4631666     0.1666394 
  58397.2380208  2018.7645120    27.0775506     0.1370050    -0.4473499     0.1198262    27.5249004     0.1812659    26.6302007     0.1827569 
  58403.1378241  2018.7806648    25.4761330     0.1240595    -0.5392001     0.1214719    26.0153332     0.1689395    24.9369329     0.1781904 
  58412.9878009  2018.8076326    23.7915332     0.1066399    -0.1264000     0.1134394    23.9179331     0.1512308    23.6651332     0.1600324 
  58416.1732060  2018.8163537    22.0234505     0.1604805     0.0036834     0.1567045    22.0197671     0.2194908    22.0271339     0.2290074 
  58419.9357060  2018.8266549    21.8149331     0.1846348    -1.5094331     0.2047681    23.3243663     0.2909993    20.3055000     0.2595368 
  58463.9189583  2018.9470745     9.1899501     0.1167788    -0.1102500     0.1199389     9.3002001     0.1780768     9.0797002     0.1559932 
  58469.0060995  2018.9610023     6.9024832     0.1394216     0.0872168     0.1523733     6.8152665     0.2144951     6.9897000     0.1982520 
  58475.7685185  2018.9795168     7.5646667     0.4633892     0.0383333     0.4279507     7.5263335     0.5805836     7.6030000     0.6772484 
  58479.8311111  2018.9906396     7.5409499     0.1193163     0.0434833     0.1166102     7.4974666     0.1581348     7.5844332     0.1751057 
  58481.7277199  2018.9958322     7.9612834     0.1211562     0.0247169     0.1160038     7.9365665     0.1730607     7.9860002     0.1622388 
  58486.7517708  2019.0102718     7.8592335     0.1112445    -0.0585668     0.1159593     7.9178003     0.1629533     7.8006667     0.1583983 
  58495.0198032  2019.0329084     8.8145834     0.1333573     0.1824833     0.1311704     8.6321001     0.1995250     8.9970667     0.1736937 
  58501.8748727  2019.0516766     8.3568666     0.1216207     0.1782334     0.1115191     8.1786332     0.1572003     8.5351000     0.1724654 
  58504.7170833  2019.0594581     7.7331499     0.1159106    -0.0048832     0.1126590     7.7380331     0.1673002     7.7282667     0.1557732 
  58508.8974421  2019.0709033     7.2041334     0.1365698    -0.2106001     0.1340764     7.4147334     0.2014522     6.9935333     0.1807557 
  58510.0058102  2019.0739379     6.7453168     0.1414553    -0.0507833     0.1381735     6.7961001     0.2038977     6.6945335     0.1913865 
  58514.7014120  2019.0867937     8.0223002     0.1346343    -0.0850333     0.1294986     8.1073335     0.1698389     7.9372668     0.2023544 
  58520.9547222  2019.1039144     6.5405501     0.1332135     0.0476832     0.1275867     6.4928668     0.1843711     6.5882333     0.1845419 
  58523.8066204  2019.1117224     5.8801834     0.1400325     0.0862834     0.1264210     5.7939000     0.1820349     5.9664667     0.1950538 
  58527.7738310  2019.1225841     6.6982334     0.1469466     0.2397667     0.1345392     6.4584667     0.1958906     6.9380000     0.2025217 
  58529.8277083  2019.1282073     6.4616501     0.1328896    -0.0245167     0.1354590     6.4861668     0.1849195     6.4371333     0.1944797 
  58533.8276852  2019.1391586     7.2854834     0.1444666     0.1469833     0.1492719     7.1385001     0.2012942     7.4324667     0.2139767 
  58536.0398958  2019.1452153     7.5513999     0.1698683     0.5318666     0.1697596     7.0195333     0.2454488     8.0832664     0.2347383 
  58541.8588079  2019.1611466     6.5511668     0.1411564    -0.1642334     0.1356270     6.7154002     0.1904806     6.3869333     0.2008900 
  58545.5948843  2019.1713755     5.8031666     0.1470960     0.3024333     0.1426657     5.5007334     0.1918243     6.1055999     0.2172209 
  58549.7163542  2019.1826594     6.0783000     0.1372100     0.3865334     0.1323335     5.6917667     0.1854041     6.4648334     0.1957110 
