# ----------------------------------------------
# integrated from channel 936 to 1121
# velocity range: -6.86345 to 1.25855 km/s
# columns:
# MJD           year             I             +/-           V             +/-           LHC           +/-           RHC           +/-           
# ----------------------------------------------
  55099.3679167  2009.7347513     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55105.4370023  2009.7513676     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55114.3574421  2009.7757904     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55132.0332292  2009.8241841     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55147.3050810  2009.8659961     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55153.0292130  2009.8816679     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55160.0981250  2009.9010216     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55164.1980787  2009.9122466     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55166.9944792  2009.9199027     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55169.1452662  2009.9257913     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55178.9390972  2009.9526053     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55180.1821412  2009.9560086     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55181.8360301  2009.9605367     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55182.8806597  2009.9633967     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55184.9675810  2009.9691104     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55186.1856944  2009.9724454     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55191.9212037  2009.9881484     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55194.0432407  2009.9939582     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55195.8734375  2009.9989690     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55199.9060648  2010.0106942     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55204.1634144  2010.0223502     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55206.1758565  2010.0278600     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55208.8872106  2010.0352833     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55210.8047338  2010.0405332     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55213.9238426  2010.0490728     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55215.0950926  2010.0522795     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55217.0748264  2010.0576997     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55219.1164699  2010.0632894     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55222.1121528  2010.0714912     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55224.9447685  2010.0792465     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55225.8146759  2010.0816281     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55227.8081829  2010.0870861     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55229.7152315  2010.0923073     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55231.0433912  2010.0959436     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55232.8750579  2010.1009584     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55234.7602894  2010.1061199     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55239.7162384  2010.1196885     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55241.1090394  2010.1235018     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55242.0931597  2010.1261962     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55244.7686111  2010.1335212     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55247.7133333  2010.1415834     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55249.0440046  2010.1452266     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55251.0551620  2010.1507328     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55253.7259491  2010.1580450     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55255.7373843  2010.1635520     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55257.8193634  2010.1692522     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55264.0074190  2010.1861942     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55268.9688889  2010.1997779     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55272.9861690  2010.2107766     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55277.7532292  2010.2238281     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55280.9182060  2010.2324934     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55281.7853472  2010.2348675     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55295.6971181  2010.2729558     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55303.7001042  2010.2948668     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55309.6974306  2010.3112866     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55313.8867014  2010.3227562     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55315.5973032  2010.3274396     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55317.5883681  2010.3328908     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55319.7270255  2010.3387461     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55322.6683102  2010.3467989     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55324.5589699  2010.3519753     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55326.7216204  2010.3578963     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55327.8201852  2010.3609040     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55329.5820718  2010.3657278     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55332.8769097  2010.3747486     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55337.7325694  2010.3880426     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55339.5191319  2010.3929340     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55341.5877894  2010.3985976     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55363.4648380  2010.4584937     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55365.7442361  2010.4647344     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55369.4655093  2010.4749227     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55371.5060532  2010.4805094     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55373.4941667  2010.4859525     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55378.5301852  2010.4997404     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55381.6534491  2010.5082914     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55385.4464468  2010.5186761     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55394.5045370  2010.5434758     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55395.4236921  2010.5459923     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55397.5388542  2010.5517833     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55399.2929398  2010.5565857     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55401.4415394  2010.5624683     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55406.2600231  2010.5756606     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55408.6905671  2010.5823150     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55409.6956250  2010.5850667     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55412.5989931  2010.5930157     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55416.6288194  2010.6040488     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55436.2044907  2010.6576441     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55437.5066319  2010.6612091     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55439.2246065  2010.6659127     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55441.6691898  2010.6726056     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55443.5065046  2010.6776359     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55444.5568171  2010.6805115     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55450.3887384  2010.6964784     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55451.3035069  2010.6989829     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55454.1992014  2010.7069109     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55457.5142593  2010.7159870     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55462.1767130  2010.7287521     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55466.1304514  2010.7395769     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55468.1681597  2010.7451558     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55471.3099306  2010.7537575     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55483.4516204  2010.7869996     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55485.3468866  2010.7921886     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55489.0480787  2010.8023219     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55491.0907407  2010.8079144     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55493.3469560  2010.8140916     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55497.0856713  2010.8243276     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55498.0676968  2010.8270163     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55508.0815394  2010.8544327     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55513.1093981  2010.8681982     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55516.1796644  2010.8766041     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55519.0423958  2010.8844419     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55520.2181250  2010.8876608     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55525.1221296  2010.9010873     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55528.2728704  2010.9097135     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55529.0226852  2010.9117664     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55530.2242014  2010.9150560     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55533.9474884  2010.9252498     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55536.0735532  2010.9310706     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55537.1236343  2010.9339456     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55539.9547454  2010.9416968     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55543.0460532  2010.9501603     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55548.9703009  2010.9663800     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55549.9609722  2010.9690923     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55550.9735417  2010.9718646     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55552.1467593  2010.9750767     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55554.0923032  2010.9804033     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55558.0036574  2010.9911120     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55560.1282523  2010.9969288     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55563.9908796  2011.0081886     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55565.0801852  2011.0111709     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55567.1101968  2011.0167288     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55569.9103472  2011.0243952     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55572.8763079  2011.0325156     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55573.9759491  2011.0355262     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55576.8239699  2011.0433237     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55578.8401852  2011.0488438     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55580.1666551  2011.0524754     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55582.0684722  2011.0576823     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55583.8481713  2011.0625549     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55585.8132755  2011.0679350     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55587.9759722  2011.0738562     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55589.7899769  2011.0788227     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55591.8974421  2011.0845926     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55593.0659259  2011.0877917     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55595.0057755  2011.0931027     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55598.9683102  2011.1039516     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55599.9567361  2011.1066577     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55602.0896759  2011.1124974     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55604.7877894  2011.1198844     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55609.7695718  2011.1335238     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55610.9466667  2011.1367465     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55613.8262847  2011.1446305     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55615.0568519  2011.1479996     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55624.8567361  2011.1748302     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55625.9682986  2011.1778735     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55632.6535995  2011.1961769     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55633.7948264  2011.1993014     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55634.9793750  2011.2025445     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55638.6362731  2011.2125565     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55639.8378819  2011.2158464     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55640.7819792  2011.2184312     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55642.0349190  2011.2218615     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55645.8626852  2011.2323414     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55646.9108449  2011.2352111     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55648.8416782  2011.2404974     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55654.6141319  2011.2563015     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55655.8941319  2011.2598060     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55656.8591435  2011.2624480     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55658.9113079  2011.2680666     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55660.9750579  2011.2737168     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55661.6259144  2011.2754987     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55666.7050694  2011.2894047     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55670.7427546  2011.3004593     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55679.6104514  2011.3247377     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55683.7328704  2011.3360243     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55686.6257292  2011.3439445     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55688.7175116  2011.3496715     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55696.7350116  2011.3716222     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55699.5593634  2011.3793549     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55703.4328704  2011.3899599     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55709.7356481  2011.4072160     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55717.4500579  2011.4283369     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55723.4616667  2011.4447958     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55729.6849537  2011.4618342     0.0000000     0.0000000    -0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
  55731.4438310  2011.4666498     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000     0.0000000 
